customer_id,first_name,last_name,gender,birthdate,address,city,state,zip_code,phone_number,email,occupation,annual_income,account_number,card_number,total_transactions,total_amount_spent,average_transaction_amount,max_transaction_amount,unique_transaction_descriptions,days_since_first_transaction,transaction_frequency,transaction_amount_to_income_ratio,age,risk_score
252,Urmi,Pandya,Female,1988-09-22,"75/33
Bhat Nagar",Karaikudi,Himachal Pradesh,707882,9478143165,ekantikaboase@example.com,"Engineer, technical sales",954572,GB23FDIB8137817199504,4683926198735113922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0
253,Kashish,Bajaj,Female,1997-04-24,"H.No. 50, Sankaran",Begusarai,Haryana,299690,912517250980,gautam02@example.net,Mechanical engineer,998081,GB66WFRE5958787469915,4595339702347,6.0,26971.0,4495.166666666667,8194.0,5.0,579.0,0.0103626943005181,0.0270228568623187,27.0,2
254,Nidra,Trivedi,Female,2000-09-21,"H.No. 921, Shankar Zila",Rajpur Sonarpur,Manipur,928823,915176627426,gsoni@example.net,Risk analyst,1168456,GB63DGQG9640215751435,30481662383575,3.0,10547.0,3515.6666666666665,5956.0,3.0,583.0,0.0051457975986277,0.0090264417316527,24.0,1
255,Saumya,Chaudhry,Female,1975-08-01,"59, Palla Street",Bhilai,Madhya Pradesh,687649,918113009996,sarkartarak@example.net,"Production assistant, radio",602653,GB47AXOR2028759172710,6510323283807671,8.0,43356.0,5419.5,9741.0,5.0,591.0,0.0135363790186125,0.0719418969124853,49.0,2
256,Vedant,Mitter,Female,1982-09-28,"H.No. 09, Sengupta Ganj",Alwar,Odisha,368455,9163764210,kapurlavanya@example.net,Corporate investment banker,840039,GB79SLDC6954821949887,377112585086836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0
257,Reyansh,Kaur,Female,1978-10-01,"H.No. 964
Edwin Zila",Bhopal,Nagaland,992084,913051422912,faraj34@example.net,Research scientist (medical),871317,GB25VSZS2398073959415,4474722049641846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0
258,Ayaan,Venkatesh,Male,1997-06-30,"166, Kothari Circle",Unnao,West Bengal,920277,910778252425,qbhandari@example.com,Press sub,854521,GB19MCKU1561333483496,4440164485090553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0
259,Rachana,Malhotra,Male,1991-07-11,"097
Jain Ganj",Secunderabad,Uttarakhand,96116,4410085056,bosedarsh@example.com,Contracting civil engineer,1551540,GB09HOQG9589559403332,378164159267481,6.0,14408.0,2401.333333333333,3575.0,4.0,569.0,0.0105448154657293,0.0092862575247818,33.0,1
260,Maya,Ghose,Female,1995-02-10,"94, Savant Circle",Jaunpur,Uttarakhand,170648,4377158481,nidhi72@example.net,Accommodation manager,1310854,GB53SNEB4266034891782,3553821509340877,5.0,33152.0,6630.4,9575.0,5.0,534.0,0.0093632958801498,0.0252903832158272,30.0,2
261,Saumya,Hayre,Male,1983-10-10,"25/21, Kant Marg",Ozhukarai,Sikkim,770046,254645582,fnatarajan@example.com,General practice doctor,218135,GB90JXTU0726940483464,4752021677540575,1.0,5861.0,5861.0,5861.0,1.0,0.0,0.0,0.0268686822380635,41.0,1
262,Nilima,Chatterjee,Female,2000-10-19,"35
Bala Circle",Nashik,Karnataka,413148,916971742340,vorarudra@example.net,Paramedic,1520389,GB65QUTQ4412330627121,4177401145216,8.0,26915.0,3364.375,9283.0,5.0,591.0,0.0135363790186125,0.0177027063468625,24.0,2
263,Vivaan,Tailor,Female,1981-04-21,"H.No. 160, Rau Nagar",Saharanpur,Assam,60579,6670878241,csetty@example.com,Estate agent,1792812,GB31CYVK4738140642817,5583621461772078,1.0,4231.0,4231.0,4231.0,1.0,0.0,0.0,0.0023599797413225,43.0,0
264,Nidra,Prabhakar,Male,1999-08-03,"H.No. 54
Ratta",Vellore,Assam,375068,912513888490,diptagoswami@example.com,Editorial assistant,1490873,GB46NLWB4378404642915,372999361822839,5.0,26536.0,5307.2,9829.0,3.0,264.0,0.0189393939393939,0.0177989674506145,25.0,1
265,Chameli,Talwar,Female,1975-04-04,"53/370
Lad Circle",Gopalpur,Punjab,165991,910632400961,anmolsehgal@example.com,Set designer,1640833,GB74TPCV3870778673017,3503151952479852,7.0,43523.0,6217.571428571428,9121.0,5.0,529.0,0.0132325141776937,0.0265249419045082,49.0,2
266,Kamya,Rastogi,Male,1990-12-09,"961, Vyas Road",Junagadh,Assam,55670,5099442220,ktalwar@example.com,Aid worker,1168186,GB68KOWS2450434803458,213111781631740,9.0,44443.0,4938.111111111111,9980.0,6.0,677.0,0.0132939438700147,0.0380444552494209,34.0,2
267,Chakradev,Chad,Male,1987-12-04,"82, Dube Chowk",Coimbatore,Maharashtra,552251,2783525882,avniparikh@example.com,Dance movement psychotherapist,1688728,GB71ZWEL1855618965783,4868567367882363,7.0,26463.0,3780.428571428572,8364.0,5.0,585.0,0.0119658119658119,0.0156703743882969,37.0,2
268,Prisha,Dhillon,Male,2000-05-15,"H.No. 08
Luthra Nagar",Ambala,West Bengal,683509,3328725802,wbarad@example.com,Ergonomist,1488581,GB05EUCI3516499665376,4345987967732599,9.0,55846.0,6205.111111111111,9695.0,7.0,567.0,0.0158730158730158,0.0375162654904234,24.0,2
269,Tanvi,Shukla,Male,1982-03-29,"H.No. 221, Edwin Zila",Tirupati,Jharkhand,442055,5177374570,neharatta@example.net,Product designer,828798,GB36WBEE2911646260146,4613210747382105,4.0,22492.0,5623.0,9794.0,3.0,423.0,0.0094562647754137,0.0271380963757151,42.0,1
270,Lakshit,Chaudry,Male,1984-08-07,"H.No. 227, Banik Zila",Durg,Maharashtra,80645,5968989542,max48@example.net,Scientific laboratory technician,338053,GB70XHQL2418078514812,676270965566,6.0,38690.0,6448.333333333333,9670.0,3.0,661.0,0.0090771558245083,0.1144495093964555,40.0,2
271,Udarsh,Subramaniam,Female,1975-11-08,"86
Merchant Road",Mangalore,Himachal Pradesh,346079,1991280426,kakarojas@example.org,Company secretary,727839,GB96BUOU4753302567742,342175923133232,6.0,39679.0,6613.166666666667,8941.0,5.0,406.0,0.0147783251231527,0.0545161773414175,49.0,2
272,Vansha,Parmar,Female,1987-03-14,"093
Gandhi Circle",Bareilly,Mizoram,815542,8628285357,ybawa@example.net,"Engineer, mining",445944,GB68UXCR5133946823266,2720525586357627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0
273,Yashica,Tandon,Female,1989-05-28,"H.No. 036, Sagar Marg",Saharsa,Telangana,990532,3800658242,ramvedhika@example.org,Claims inspector/assessor,633761,GB95PRHM6661543553146,375067599492788,3.0,16441.0,5480.333333333333,8690.0,3.0,429.0,0.0069930069930069,0.0259419560370549,35.0,1
274,Chakrika,Taneja,Male,1979-05-14,"195
Lall Chowk",Gwalior,Gujarat,557868,3852430671,devpalla@example.org,Airline pilot,1568652,GB59XIEA1660661744055,4875836534571705515,8.0,48111.0,6013.875,9922.0,5.0,524.0,0.015267175572519,0.0306702825100787,45.0,2
275,Pavani,Nigam,Male,1999-08-12,"69/17
Dhar Street",Anand,Andhra Pradesh,584858,919373925514,thakkarbhavya@example.com,Chartered public finance accountant,1247819,GB35MXCS9341905836537,180064936592656,2.0,13592.0,6796.0,8871.0,2.0,179.0,0.0111731843575419,0.0108926054179332,25.0,1
276,Omisha,Nayar,Female,1979-10-05,"44/847, Aurora Chowk",Vellore,Bihar,294809,912873923994,oommenmegha@example.com,Applications developer,836601,GB46NQYF1258023579395,579790715281,5.0,31887.0,6377.4,9385.0,3.0,470.0,0.0106382978723404,0.0381149436828308,45.0,1
277,Kamya,Vohra,Female,1985-07-10,"89/183
Reddy Marg",Singrauli,Mizoram,402173,3120346485,wadhwalila@example.org,Holiday representative,1093576,GB70COXF1150752360142,3538080883122860,6.0,30440.0,5073.333333333333,9302.0,5.0,409.0,0.0146699266503667,0.0278352853391076,39.0,2
278,Rishi,Johal,Female,1987-07-27,"90/03
Mani Chowk",Kirari Suleman Nagar,Bihar,806327,8772648494,goswamiryan@example.net,"Journalist, newspaper",1206186,GB84SJTZ2946089453974,371473278122510,4.0,23332.0,5833.0,7781.0,4.0,350.0,0.0114285714285714,0.0193436169877614,37.0,1
279,Nikita,Swaminathan,Male,1976-10-19,"17/21
Varty Circle",Unnao,Uttarakhand,555347,9562305073,sarmanandini@example.com,Fast food restaurant manager,1798047,GB18XDOE6744190637490,38225126385136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0
280,Patrick,Tara,Male,1980-01-07,"H.No. 05, Acharya Path",Kakinada,Tamil Nadu,495097,8966582771,chauhanthomas@example.org,Insurance underwriter,836685,GB13IFQP0957524885287,180064392466049,2.0,14293.0,7146.5,9515.0,2.0,233.0,0.0085836909871244,0.0170828926059389,45.0,1
281,Nidhi,Bail,Male,1997-03-04,"00/75
Trivedi Chowk",Begusarai,Uttar Pradesh,544606,308454605,aarini28@example.org,Secretary/administrator,246347,GB03LORM7180844770776,3530175398171929,7.0,40048.0,5721.142857142857,7982.0,5.0,588.0,0.0119047619047619,0.1625674353655616,28.0,2
282,Pahal,Sachdeva,Female,1989-02-05,"H.No. 283, Handa Street",Baranagar,Haryana,580416,916472576121,gaurichana@example.net,"Engineer, petroleum",1228510,GB04VZOR1753708582933,4189544142299,6.0,35387.0,5897.833333333333,9831.0,4.0,711.0,0.0084388185654008,0.0288048123336399,36.0,2
283,Nicholas,Patel,Male,1977-12-10,"H.No. 16, Thaker Nagar",Motihari,Gujarat,2996,7367678215,pbuch@example.net,Medical laboratory scientific officer,745850,GB59YBIR8619584484510,676351202046,8.0,51411.0,6426.375,9996.0,5.0,357.0,0.0224089635854341,0.0689294093986726,47.0,2
284,Parth,Rajagopal,Male,1982-08-24,"H.No. 39, Chatterjee Nagar",North Dumdum,Himachal Pradesh,679152,9011581360,sachi25@example.net,Travel agency manager,1430636,GB10JGNX2367706469182,4354812754705723,4.0,27443.0,6860.75,9896.0,4.0,574.0,0.0069686411149825,0.0191823776278522,42.0,1
285,Pratyush,Kaur,Male,1981-12-15,"H.No. 083, Iyengar Chowk",Bokaro,Madhya Pradesh,996799,5574730565,veer32@example.org,Charity officer,1050404,GB41CQOE8244258813799,3560375419642204,4.0,27862.0,6965.5,9122.0,3.0,292.0,0.0136986301369863,0.0265250322732967,43.0,1
286,Yadavi,Kala,Male,1981-12-29,"H.No. 773, Nagi Ganj",Bhavnagar,Uttar Pradesh,349141,911237221362,fagarwal@example.org,Applications developer,1391177,GB66LALQ5390984261954,213150931795799,3.0,23010.0,7670.0,7948.0,2.0,243.0,0.0123456790123456,0.0165399514224286,43.0,1
287,Shravya,Edwin,Female,1996-05-10,"58
Devan Nagar",Sirsa,Punjab,384949,3076490747,kalavarenya@example.org,Dealer,1229303,GB11ZISC2840808026568,60450430941,5.0,24518.0,4903.6,9645.0,4.0,273.0,0.0183150183150183,0.0199446352933328,28.0,1
288,Orinder,Narula,Female,1992-06-12,"38
Chand Ganj",Munger,Telangana,490125,914840660180,zsoman@example.com,Comptroller,932150,GB12HVFB8036875248711,4636121854982012,6.0,31819.0,5303.166666666667,9671.0,5.0,340.0,0.0176470588235294,0.0341350640991256,32.0,2
289,Geetika,Minhas,Female,1993-08-25,"H.No. 526
Master Zila",Gaya,Gujarat,486179,6433778925,reyansh27@example.com,Tourism officer,1861974,GB26XWVI2663720411396,38556997929440,8.0,32765.0,4095.625,9674.0,5.0,671.0,0.0119225037257824,0.0175969159612325,31.0,2
290,Ayush,Bala,Female,1989-04-23,"36/22, Chaudhry Marg",Agra,Punjab,624890,912663500872,gabaansh@example.com,Production engineer,1809428,GB24NTOJ5947224977426,4451852156497,2.0,14276.0,7138.0,9057.0,2.0,25.0,0.08,0.0078897861644674,35.0,1
291,Ishita,Chacko,Female,1987-03-30,"71/830
Prakash Ganj",Bokaro,Goa,630074,7506619164,pavaninaik@example.org,Patent attorney,1329526,GB58RYWR8926024940233,38067404022118,5.0,32561.0,6512.2,9554.0,3.0,422.0,0.0118483412322274,0.0244906831457226,37.0,1
292,Ucchal,Tak,Male,1977-08-15,"277, Mitra Street",Meerut,Chhattisgarh,146239,911805769810,jaggiekta@example.org,"Surveyor, hydrographic",1118999,GB06OSAE9629805960791,6577614427106263,4.0,26265.0,6566.25,9785.0,3.0,606.0,0.0066006600660066,0.0234718708417076,47.0,1
293,Lakshit,Patla,Male,1990-01-30,"08, Subramanian Ganj",Mathura,Andhra Pradesh,225361,917995925358,ubrahmbhatt@example.org,Leisure centre manager,370008,GB47RRJA9982818271737,4884588067931383,2.0,6692.0,3346.0,4918.0,2.0,86.0,0.0232558139534883,0.0180860954357743,35.0,1
294,Zinal,Nori,Male,1992-06-27,"H.No. 265
Narasimhan Zila",Aligarh,West Bengal,524068,1754139747,dhritimaharaj@example.org,Gaffer,360155,GB62OIHN2669081435633,587097556753,7.0,52749.0,7535.571428571428,9288.0,5.0,453.0,0.0154525386313465,0.1464619399980564,32.0,2
295,Janya,Das,Male,1992-08-19,"H.No. 28, Magar Ganj",Ozhukarai,Mizoram,686829,8199309091,eshanarama@example.net,Chief Technology Officer,977279,GB26QWFU1088577219012,4087844528797,8.0,36011.0,4501.375,7681.0,7.0,645.0,0.0124031007751937,0.0368482286020675,32.0,2
296,Triveni,Chokshi,Male,1984-09-01,"H.No. 039
Goyal Chowk",Tiruvottiyur,Manipur,654520,6608613394,jhaverichatura@example.org,Pensions consultant,1056345,GB09HKBK4360239258688,4783927824281016873,3.0,22503.0,7501.0,8460.0,3.0,543.0,0.005524861878453,0.0213026994021839,40.0,1
297,Ishita,Gupta,Female,1995-04-07,"85/97, Rau Chowk",Pudukkottai,Andhra Pradesh,666774,918220731582,anamikasaha@example.net,"Engineer, water",1564743,GB11CINX6844819582240,213154416346680,5.0,27164.0,5432.8,9784.0,4.0,166.0,0.0301204819277108,0.0173600393163605,29.0,1
298,Ekavir,Narayan,Female,1985-03-09,"996
Grewal Zila",Gorakhpur,West Bengal,175991,828820020,wsavant@example.com,"Accountant, chartered certified",1039253,GB13AUBO0202986017688,4233681261544,2.0,5797.0,2898.5,4076.0,2.0,301.0,0.0066445182724252,0.0055780449996295,40.0,0
299,Ati,Madan,Female,2001-07-15,"807
Uppal Circle",Baranagar,Jharkhand,337133,4115425823,sarafgauri@example.com,"Teacher, primary school",1010541,GB39CYJJ4718593539721,180016885397701,5.0,22649.0,4529.8,9116.0,4.0,449.0,0.0111358574610244,0.0224127472314334,23.0,1
300,Ishani,Varkey,Male,1987-10-23,"701
Pingle Path",Allahabad,Manipur,515288,1014814790,bhasinxalak@example.net,Historic buildings inspector/conservation officer,910369,GB86YEAC6208268361504,6544851827986270,9.0,41978.0,4664.222222222223,9886.0,5.0,634.0,0.0141955835962145,0.0461109725836446,37.0,2
301,Bina,Vyas,Female,1993-10-13,"496
Majumdar Path",Baranagar,Haryana,413412,4582437370,cherianfalan@example.com,Science writer,1316942,GB29GVJD2757039333870,4956050327980700624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0
302,Damini,Mand,Male,1975-09-23,"67, Pillai Marg",Dehradun,Himachal Pradesh,102057,5013250929,majumdarvedhika@example.com,"Administrator, education",481354,GB33CHPB8564909023117,4807601164462992786,4.0,30972.0,7743.0,9588.0,2.0,298.0,0.0134228187919463,0.064343497716857,49.0,1
303,Reva,Pal,Male,1992-08-08,"687
Dani Road",Kollam,Sikkim,311639,9817207723,triya21@example.org,Dance movement psychotherapist,558615,GB11YTYY6639655394262,2234621271017862,3.0,18247.0,6082.333333333333,8761.0,3.0,464.0,0.0064655172413793,0.0326647154122248,32.0,1
304,Maya,Grewal,Female,1990-09-29,"729
Raju Path",Kishanganj,Gujarat,230374,1226534547,hemalvasa@example.org,English as a foreign language teacher,1143933,GB88DJWA1978464896709,6011095764204040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0
305,Tristan,Srinivasan,Male,1994-08-22,"076
Dewan Zila",Gulbarga,Sikkim,673099,7042775516,sanayagandhi@example.com,Structural engineer,1693788,GB65TWYM9291374571402,3549080783016102,1.0,6670.0,6670.0,6670.0,1.0,0.0,0.0,0.0039379190311892,30.0,1
306,Yashasvi,Hegde,Male,1979-07-14,"55, Mall Ganj",Dibrugarh,Mizoram,543787,914546390764,qissac@example.org,Commissioning editor,888593,GB10EXGP0821196669250,373581377545049,5.0,22519.0,4503.8,9609.0,4.0,651.0,0.0076804915514592,0.0253423108217147,45.0,1
307,Amaira,Butala,Male,2002-09-13,"H.No. 588, Tella Nagar",Bihar Sharif,Madhya Pradesh,934925,919038229789,edhitha31@example.net,Legal executive,1540849,GB70WENB4075349601244,3540347091121521,9.0,57503.0,6389.222222222223,9259.0,5.0,664.0,0.0135542168674698,0.0373190364532799,22.0,2
308,Mitali,Tailor,Male,1990-09-10,"H.No. 75, Sane",Bhatpara,Gujarat,278359,6277072835,rajagopalbaljiwan@example.net,Fitness centre manager,942416,GB22BMFX7636541074741,213185786381931,5.0,16857.0,3371.4,7767.0,5.0,683.0,0.007320644216691,0.0178870053140014,34.0,1
309,Jackson,Subramanian,Male,1992-12-04,"90/060
Jha Road",Anantapur,Odisha,718725,7217547403,wsawhney@example.net,Maintenance engineer,490868,GB87BRQH3630414678359,4050697491539288,9.0,42714.0,4746.0,9169.0,7.0,686.0,0.0131195335276967,0.0870172836689293,32.0,2
310,Darsh,Ramaswamy,Male,1991-01-22,"485, Bhasin Marg",Dibrugarh,Haryana,184943,482476690,neha47@example.org,Banker,1094443,GB57GKWZ3063016949027,4199377331883939,9.0,51787.0,5754.111111111111,9755.0,6.0,421.0,0.0213776722090261,0.0473181335163183,34.0,2
311,Devansh,Sharaf,Female,1982-08-28,"H.No. 37, Bassi Marg",Ahmedabad,Andhra Pradesh,658959,3617170005,fborah@example.net,Media buyer,1027852,GB90BUPG7895707635134,30156340819378,6.0,42131.0,7021.833333333333,9952.0,6.0,646.0,0.0092879256965944,0.0409893642275347,42.0,2
312,Yatan,Tandon,Female,1992-10-15,"98, Kota Zila",Hajipur,Uttar Pradesh,476513,918335952750,matthewpuri@example.org,Broadcast presenter,271139,GB95MUGF3835831754449,3527953178538045,9.0,43405.0,4822.777777777777,8411.0,4.0,493.0,0.0182555780933062,0.1600839421846359,32.0,2
313,Oviya,Saini,Male,1990-01-01,"00/46, Dugar Chowk",Kamarhati,Manipur,998975,912700438916,ayush55@example.com,"Accountant, chartered certified",569063,GB97IUPS2197989537975,3594404182501874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0
314,Falak,Borde,Female,1986-09-13,"H.No. 81, Bora Path",Udaipur,Karnataka,253642,9161023271,sundaramdevika@example.com,Environmental health practitioner,943478,GB25GIPM6543454993285,3592560800772056,3.0,19407.0,6469.0,9763.0,3.0,296.0,0.0101351351351351,0.0205696370238627,38.0,1
315,Chavvi,Zacharia,Male,1981-06-20,"H.No. 83, Parekh Street",Serampore,Arunachal Pradesh,909881,5497057444,fbiswas@example.org,Clinical cytogeneticist,1780669,GB34PFFA8749234505804,3527110594369790,8.0,34149.0,4268.625,8864.0,5.0,175.0,0.0457142857142857,0.0191776236908712,43.0,2
316,Naksh,Desai,Male,1985-08-14,"18, Mitter Path",Faridabad,Haryana,291085,2785990033,ipal@example.org,"Accountant, chartered public finance",317945,GB52MESR5531952699418,213150999997618,1.0,4628.0,4628.0,4628.0,1.0,0.0,0.0,0.0145559766626303,39.0,1
317,Pallavi,Rattan,Female,1984-12-26,"59/70, Manda Zila",Mangalore,Tamil Nadu,208425,4191903536,zaid11@example.org,"Engineer, water",1403680,GB61QYWY1041001850872,30057758166486,7.0,41798.0,5971.142857142857,9902.0,5.0,489.0,0.0143149284253578,0.0297774421520574,40.0,2
318,Rohan,Bedi,Female,1977-06-16,"H.No. 095, Sarna Zila",Ghaziabad,Arunachal Pradesh,811614,7400549308,nganesan@example.com,Retail merchandiser,1953184,GB08GKLK9064402907669,374242602352813,3.0,22161.0,7387.0,9246.0,3.0,384.0,0.0078125,0.0113460892573357,47.0,1
319,Urvi,Setty,Female,1981-08-09,"58, Varty Circle",Ambarnath,Haryana,192554,324174806,sarkarnitesh@example.org,"Engineer, materials",1740130,GB30APPN3312217707495,213198800614450,3.0,6815.0,2271.6666666666665,3285.0,2.0,330.0,0.009090909090909,0.0039163740640067,43.0,0
320,Upkaar,Maharaj,Male,1981-10-18,"H.No. 22
Mangal Circle",Tirunelveli,Punjab,701107,1124843813,mangatdarika@example.net,Best boy,266434,GB37EIKO0122108145612,502005086496,8.0,45269.0,5658.625,8972.0,7.0,504.0,0.0158730158730158,0.1699069938521359,43.0,2
321,Peter,Dar,Female,1979-01-22,"03/457, Patil Path",Chandigarh,Tamil Nadu,533219,918410813833,baliansh@example.org,Theme park manager,273386,GB49EOZB4813806284993,4240008004827361,2.0,11088.0,5544.0,8292.0,2.0,583.0,0.0034305317324185,0.0405580388169108,46.0,1
322,Ayush,Majumdar,Female,2004-02-26,"50/37
Choudhry Street",Udaipur,Uttar Pradesh,738438,4678552171,bawaadvaith@example.com,"Editor, magazine features",799061,GB91ITUS3124355394874,349293450814174,8.0,44258.0,5532.25,9539.0,5.0,564.0,0.0141843971631205,0.0553875110911432,21.0,2
323,Sanya,Batta,Female,1992-04-16,"82/05, Contractor Zila",Dehri,Sikkim,912234,8748742612,janujasant@example.net,Plant breeder/geneticist,691630,GB31HCNG4306117276729,6011066969993323,4.0,11000.0,2750.0,9029.0,4.0,498.0,0.0080321285140562,0.0159044575857033,32.0,1
324,Vanya,Misra,Male,2004-10-04,"H.No. 797
Char Chowk",Bangalore,Chhattisgarh,551405,913810167556,kiaanbuch@example.net,"Therapist, speech and language",494750,GB20BHWY3048535774996,4214666901853514336,4.0,9346.0,2336.5,6438.0,4.0,240.0,0.0166666666666666,0.0188903486609398,20.0,1
325,Ansh,Sankaran,Female,1986-08-20,"29/16, Nadkarni",Kottayam,Meghalaya,87299,918798873655,gokhaleniharika@example.com,Cartographer,451766,GB32SLIQ0640667461420,4715433178455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0
326,Joshua,Barman,Male,1979-12-17,"H.No. 333, Suresh",Tirunelveli,Haryana,368054,910626568836,frederick90@example.net,Media buyer,437897,GB41BZRS5591795113802,180064046933295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0
327,Charita,Setty,Female,1983-06-17,"77/54
Bhasin Ganj",Thiruvananthapuram,Tripura,396836,3885779331,azad17@example.org,Horticultural consultant,1580003,GB07HXDB0855353693788,30471651658673,8.0,35428.0,4428.5,9684.0,5.0,567.0,0.0141093474426807,0.0224227422352995,41.0,2
328,Niharika,Kibe,Female,1978-09-02,"80/70, Prabhakar Zila",Burhanpur,Goa,889832,3168338333,saumya59@example.org,"Sound technician, broadcasting/film/video",1746293,GB24QKDS0747124390792,6011421631778158,2.0,5497.0,2748.5,3833.0,1.0,4.0,0.5,0.0031478108198337,46.0,1
329,Zaitra,Thakkar,Male,1982-02-25,"H.No. 824
Ranganathan Marg",Jabalpur,Sikkim,828280,546106261,agateadvik@example.net,Archivist,1494905,GB66NXPZ9515625058976,3506233164067266,1.0,3334.0,3334.0,3334.0,1.0,0.0,0.0,0.0022302420555152,43.0,0
330,Nakul,Nayar,Female,1978-08-30,"H.No. 525, Krishna Ganj",Gurgaon,Gujarat,153187,9679284798,ethaman@example.org,Curator,1158168,GB45WQIR7135832318369,180059698146220,4.0,14778.0,3694.5,8123.0,4.0,412.0,0.0097087378640776,0.0127598068673974,46.0,1
331,Upasna,Sharma,Female,1977-12-22,"H.No. 737
Halder Zila",Ghaziabad,Uttar Pradesh,633836,679236619,advaymitra@example.com,"Designer, furniture",1755552,GB17DGCC7488924973139,2253651096384193,4.0,12501.0,3125.25,5547.0,4.0,528.0,0.0075757575757575,0.0071208372067589,47.0,1
332,Raagini,Dugar,Male,1984-05-02,"880, Srivastava Nagar",Nagaon,Mizoram,573942,916525982483,bmorar@example.com,Mental health nurse,621385,GB12LXNS8550521311038,30203885290183,5.0,16643.0,3328.6,5599.0,5.0,594.0,0.0084175084175084,0.0267837170192392,40.0,1
333,Orinder,Swaminathan,Female,1989-04-16,"64/071, Agate Road",Arrah,Karnataka,853044,5643953245,achada@example.com,"Scientist, research (life sciences)",1641461,GB52BXBQ8095774160132,3531236659265864,7.0,37072.0,5296.0,9724.0,5.0,503.0,0.0139165009940357,0.0225847583341913,35.0,2
334,Balvan,Pandit,Male,1988-10-11,"935, Naik Circle",Unnao,Odisha,78317,912173852443,umanggrover@example.org,Chief Technology Officer,820648,GB16STOL7457499532145,564768530599,1.0,5711.0,5711.0,5711.0,1.0,0.0,0.0,0.0069591347325528,36.0,1
335,Tejas,Sawhney,Male,2000-07-13,"95/212
Andra Marg",Thoothukudi,Telangana,718608,8611366963,bedinirja@example.net,Paediatric nurse,825123,GB18MUVI0386093595293,30369729731425,4.0,23771.0,5942.75,8518.0,4.0,650.0,0.0061538461538461,0.0288090381676428,24.0,1
336,Vrinda,Sehgal,Male,1978-08-31,"25/209
Bir Circle",Patna,Maharashtra,800554,915707831256,virkjhalak@example.org,Pathologist,404548,GB14SOSG5545210741459,2252878934974478,5.0,23045.0,4609.0,9036.0,3.0,277.0,0.0180505415162454,0.0569648101090599,46.0,1
337,Balendra,Dhar,Male,1980-04-10,"H.No. 548, Halder Nagar",Shahjahanpur,Sikkim,653015,3675802069,balajanuja@example.com,Learning disability nurse,1000998,GB51PABM9547787159336,3581384297247271,3.0,13918.0,4639.333333333333,6458.0,3.0,507.0,0.0059171597633136,0.0139041236845628,44.0,1
338,Isaac,Sani,Female,1996-09-02,"H.No. 55, Yogi Chowk",Kirari Suleman Nagar,Goa,613011,917235342785,bdin@example.net,Oncologist,597895,GB47GNWZ7111376068712,4245681222304432,1.0,1252.0,1252.0,1252.0,1.0,0.0,0.0,0.0020940131628463,28.0,0
339,Lakshit,Loyal,Female,1995-09-02,"92/34, Apte Road",Akola,Manipur,669359,915181992526,kotharimitesh@example.com,Facilities manager,916308,GB96ALPT4316706044050,4343974017353669,7.0,35349.0,5049.857142857143,6492.0,5.0,479.0,0.0146137787056367,0.0385776398328946,29.0,2
340,Aashi,Muni,Male,1988-07-14,"74/24, Wable Marg",Solapur,Nagaland,663353,910463012504,yvirk@example.net,Landscape architect,685579,GB53WJWC6201488859068,4777727418939173089,3.0,11791.0,3930.3333333333335,7803.0,2.0,344.0,0.0087209302325581,0.0171986014740824,36.0,1
341,Noah,Zacharia,Male,1983-05-27,"06/86, Choudhury Road",Coimbatore,Bihar,764431,2022570456,valabahadurjit@example.org,Magazine features editor,427439,GB11ZOSV0251205828568,3504029525021238,1.0,3366.0,3366.0,3366.0,1.0,0.0,0.0,0.0078748078673214,41.0,0
342,Gauri,Kumar,Female,2002-10-27,"H.No. 31, Narayan Nagar",Mysore,Chhattisgarh,544164,6924826413,gollaadya@example.org,Restaurant manager,1378877,GB11CWPB0865082368148,30266924070650,3.0,16934.0,5644.666666666667,8363.0,3.0,662.0,0.0045317220543806,0.0122810083858096,22.0,1
343,Yashodhara,Natt,Female,1992-09-25,"36, Om Marg",Ajmer,Madhya Pradesh,142174,917944636710,lmangal@example.com,"Accountant, chartered certified",1860035,GB76OILZ9390313273478,4776351236261,6.0,23747.0,3957.8333333333335,7592.0,3.0,633.0,0.0094786729857819,0.0127669640625042,32.0,1
344,Meghana,Mani,Male,1992-12-07,"50/70
Ghosh Ganj",Surat,Nagaland,819857,2193225891,damyantimuni@example.com,"Therapist, occupational",421032,GB54XXAK6383896458823,3552488950730757,6.0,41521.0,6920.166666666667,7678.0,5.0,570.0,0.0105263157894736,0.0986172072431549,32.0,2
