customer_id,first_name,last_name,gender,birthdate,address,city,state,zip_code,phone_number,email,occupation,annual_income,account_number,card_number,total_transactions,total_amount_spent,average_transaction_amount,max_transaction_amount,unique_transaction_descriptions,days_since_first_transaction,transaction_frequency,transaction_amount_to_income_ratio,age
226,Yochana,Merchant,Male,1988-09-20,"H.No. 05
Chauhan Path",Karimnagar,Uttarakhand,822188,2442160544,wadhwayutika@example.org,"Research officer, political party",649568,GB88VJLN0507602419579,2706090506671274,3.0,23834.0,7944.666666666667,9127.0,3.0,543.0,0.0055248618784530384,0.03669207842750875,36.0
227,Ijaya,Pall,Female,1995-03-20,"09/14, Mannan Zila",Kanpur,Sikkim,960500,196837766,hchaudhary@example.org,Hotel manager,1685353,GB53LMOC5202175803948,38065304656654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
228,Balendra,Bail,Male,1988-05-08,"67/92, Kapadia Circle",Phagwara,Nagaland,203348,1660043702,morefinn@example.org,Insurance broker,1999786,GB85HZYQ5067327635156,180009876422182,2.0,10756.0,5378.0,7163.0,1.0,0.0,0.0,0.005378575507579311,36.0
229,Yashvi,Kapur,Male,1999-01-11,"81/918
Ramanathan Chowk",Madanapalle,Goa,704176,915960459005,ikoshy@example.com,"Administrator, Civil Service",1796478,GB14BHOW4706753954184,2449360329779899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
230,Bakhshi,Tak,Female,1987-04-23,"34/39, Wali Circle",Khora ,Karnataka,317161,4346262823,jkala@example.com,Arts development officer,452017,GB94VNKP4454300758599,502099177821,3.0,9941.0,3313.6666666666665,4272.0,2.0,399.0,0.007518796992481203,0.021992535678967827,37.0
231,Yutika,Kala,Female,1995-06-14,"H.No. 51
Barad Path",Muzaffarpur,Goa,675827,313622137,aayushdin@example.com,Dietitian,475253,GB46MKJI3750434752650,675966957788,7.0,33729.0,4818.428571428572,8983.0,4.0,446.0,0.01569506726457399,0.07097061985931703,29.0
232,Sneha,Pall,Male,2004-08-12,"H.No. 493, Sidhu Ganj",Aurangabad,Haryana,745530,9552974297,dayita89@example.org,"Clinical scientist, histocompatibility and immunogenetics",291045,GB60JQRR7927021243723,639033877981,4.0,27257.0,6814.25,8362.0,4.0,710.0,0.005633802816901409,0.09365218437011459,20.0
233,Isaac,Gour,Male,1989-04-17,"09
Garde Road",Meerut,Manipur,90737,9558576981,hmurthy@example.net,Hospital pharmacist,506905,GB30IUOU7009094073639,4165050982633,9.0,42533.0,4725.888888888889,8803.0,7.0,610.0,0.014754098360655738,0.08390724100176562,35.0
234,Aadi,Bhagat,Male,1996-12-18,"869, Dhawan Road",Dehri,Sikkim,267488,918601523105,ravalkevin@example.net,Theme park manager,440420,GB33KHAT5701575479916,4969196459330129,9.0,54413.0,6045.888888888889,9796.0,8.0,658.0,0.013677811550151976,0.1235479769311112,28.0
235,Ekani,Chaudhary,Male,1994-10-15,"27/519
Bahri Path",South Dumdum,Jharkhand,489854,916015030257,cmandal@example.net,IT sales professional,474586,GB51CRIZ2886958297226,30534744144561,8.0,41479.0,5184.875,9439.0,5.0,606.0,0.013201320132013201,0.08740038686349787,30.0
236,Samuel,Sastry,Female,1984-07-29,"745, Dube Path",Karawal Nagar,Jharkhand,160071,913915006990,nakshsundaram@example.com,Contractor,1004672,GB72EAIA7928302205908,6566095509341510,4.0,29269.0,7317.25,9276.0,3.0,464.0,0.008620689655172414,0.02913289113262836,40.0
237,Chandresh,Bhasin,Male,1978-02-05,"852
Handa Street",Fatehpur,Meghalaya,990005,914819143369,vedhikapatil@example.org,Psychiatrist,1231122,GB34RJOK1068434304820,3535220900400039,8.0,40799.0,5099.875,8874.0,4.0,433.0,0.018475750577367205,0.033139688836687185,47.0
238,Yasti,Issac,Male,1989-05-02,"H.No. 42
Nanda Street",Kozhikode,Punjab,408945,9580591442,kabir85@example.com,Public affairs consultant,431769,GB74FLHU2575340108835,180086802858077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
239,Rishi,Chowdhury,Female,1999-01-09,"H.No. 16
Palla Zila",Solapur,Mizoram,570932,6071386396,jeremiahwable@example.org,Advertising art director,338077,GB28VWIS3689622552833,180006198798059,8.0,30570.0,3821.25,6901.0,5.0,487.0,0.01642710472279261,0.09042318761702216,26.0
240,Edhitha,Bhatt,Female,2004-02-23,"H.No. 54
Ray Path",Phusro,Jharkhand,337251,8852642215,praneel59@example.net,Advertising art director,1428938,GB36WKDL5705456064827,4629162613030452,1.0,661.0,661.0,661.0,1.0,0.0,0.0,0.0004625813016379997,20.0
241,Advaith,Mohanty,Male,2002-05-15,"863
Dua Path",Jhansi,Karnataka,247268,5397350081,qbose@example.net,Telecommunications researcher,1944480,GB81WJRY5494937466660,180096744616236,3.0,16103.0,5367.666666666667,8944.0,2.0,589.0,0.0050933786078098476,0.008281391425985354,22.0
242,Charvi,Bala,Female,1979-09-21,"H.No. 484, Nath Chowk",Mahbubnagar,Arunachal Pradesh,416696,919433198617,kurianhardik@example.net,Equities trader,517803,GB11LYXW3888893691093,3575388077653903,5.0,16406.0,3281.2,6489.0,4.0,385.0,0.012987012987012988,0.03168386432678065,45.0
243,Ekaja,Gokhale,Male,1989-01-26,"H.No. 90
More Circle",Bardhaman,Gujarat,11497,7109366200,girikchakraborty@example.net,Automotive engineer,1415834,GB51GGJL4032450643324,4051154871668,5.0,17312.0,3462.4,5746.0,4.0,437.0,0.011441647597254004,0.012227422141296225,36.0
244,Kevin,Mand,Female,1983-09-10,"30/55, Saha Nagar",Buxar,Nagaland,306317,3278880811,hemani68@example.com,Charity fundraiser,721619,GB93WZUC4224681945057,5558449006686921,8.0,42010.0,5251.25,9060.0,7.0,698.0,0.011461318051575931,0.058216316366392795,41.0
245,Om,Chad,Male,2005-01-20,"H.No. 112, Hegde Path",Munger,Bihar,877411,919427506474,abha56@example.net,"Therapist, horticultural",1925032,GB82XWSZ5293767016357,4760225658248211,6.0,17696.0,2949.3333333333335,4600.0,6.0,598.0,0.010033444816053512,0.009192574461099867,20.0
246,Divya,Choudhry,Male,1993-09-14,"64, Kari Road",Surendranagar Dudhrej,Meghalaya,225801,7471290663,bedibanjeet@example.org,Ranger/warden,1274270,GB85WKRH0643064518831,4979428078886,4.0,15734.0,3933.5,7068.0,3.0,370.0,0.010810810810810811,0.012347461683944534,31.0
247,Fiyaz,Kari,Male,1980-07-14,"H.No. 25
Chaudhary Road",Mau,Gujarat,669160,8717929040,mohiniwason@example.org,Arboriculturist,236358,GB32VHRB3153324154785,3585470654397365,7.0,28880.0,4125.714285714285,7542.0,3.0,463.0,0.01511879049676026,0.12218752908723209,44.0
248,Lajita,Ben,Male,1985-09-27,"791
Issac Zila",Rourkela,Goa,588569,912775313976,ujha@example.org,"Buyer, industrial",982203,GB40GAPE5734359671206,6011264492942517,6.0,27880.0,4646.666666666667,9879.0,5.0,717.0,0.008368200836820083,0.028385170886262818,39.0
249,Chavvi,Sampath,Male,1999-04-23,"333
Dalal Path",Aligarh,Maharashtra,695064,1038978590,chanakyamitra@example.com,"Scientist, biomedical",1100788,GB08PPOO7973311056319,180094370438710,2.0,8041.0,4020.5,7732.0,2.0,127.0,0.015748031496062992,0.007304767130455637,25.0
250,Jagdish,Bhakta,Male,1997-07-18,"73
Deo Street",Warangal,Uttar Pradesh,4117,6082975640,xsolanki@example.org,Regulatory affairs officer,512903,GB84IHZB2755582460006,3564768839253717,4.0,23096.0,5774.0,9305.0,2.0,557.0,0.00718132854578097,0.04502995693142758,27.0
251,Indrajit,Chhabra,Male,1982-06-24,"84
Parekh",Srikakulam,Manipur,124061,1669581110,adyadass@example.org,Structural engineer,1353582,GB82ACTJ3857161526470,4809575295068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
252,Hamsini,Ravi,Male,1997-01-25,"H.No. 244, Sami Nagar",Loni,Arunachal Pradesh,419030,4573844524,ronith25@example.net,Radio producer,244603,GB61BWXZ8875350912245,3537766147700423,7.0,50233.0,7176.142857142857,9888.0,5.0,523.0,0.01338432122370937,0.2053654288786319,28.0
253,Victor,Kadakia,Female,1994-04-17,"H.No. 164
Sood Road",Baranagar,Telangana,347008,917295175537,widisha65@example.org,Television production assistant,1923980,GB41CJPX6283067079108,4776296684751066,3.0,11831.0,3943.6666666666665,9044.0,3.0,339.0,0.008849557522123894,0.006149232320502292,30.0
254,William,Kara,Female,1991-01-31,"78
Pall Circle",Sagar,Andhra Pradesh,375424,915837327452,dalaja06@example.net,Media buyer,1670333,GB60SKQF7859570112299,213127207954813,4.0,24088.0,6022.0,8284.0,3.0,627.0,0.006379585326953748,0.014421076515880366,34.0
255,Logan,Lall,Female,1976-10-19,"55/567
Choudhury",Hajipur,Maharashtra,946199,3098212460,sanelopa@example.com,Community arts worker,1715087,GB51TRHR0655465328358,4103612379718893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
256,Samaksh,Venkataraman,Male,1982-01-31,"60, Anne Zila",Tezpur,Jharkhand,330168,919681275728,wriddhish36@example.com,Water quality scientist,727625,GB57OGBX2044313444600,30258826259127,5.0,23949.0,4789.8,7988.0,4.0,479.0,0.010438413361169102,0.03291393231403539,43.0
257,Saumya,Nanda,Male,1981-03-26,"20/23
Walia Road",Medininagar,Sikkim,805274,8142489354,yashodharabhatia@example.com,Contracting civil engineer,256035,GB70RYKQ6155609244446,4489145666125203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
258,Harshil,Behl,Female,1977-03-29,"H.No. 081
Sabharwal",Akola,Jharkhand,965460,919893081523,asehgal@example.net,"Librarian, public",1652438,GB32LCVS5148836075675,630492973239,6.0,30863.0,5143.833333333333,8929.0,6.0,708.0,0.00847457627118644,0.018677251430916017,47.0
259,Gaurangi,Shroff,Male,1985-01-20,"46/57
Bhatti",Pali,Manipur,626388,7371953844,nprabhu@example.net,"Production assistant, television",1197224,GB02UQYU2034569446664,676190495595,6.0,32201.0,5366.833333333333,8892.0,5.0,527.0,0.011385199240986717,0.026896386975202635,40.0
260,Hemal,Kakar,Female,1979-12-06,"18/13, Gulati Ganj",Khora ,Tripura,442965,918544288163,bshanker@example.net,Armed forces operational officer,1409601,GB37FEWF2128330274165,4176884088616237,6.0,36531.0,6088.5,7435.0,6.0,672.0,0.008928571428571428,0.025915844270825574,45.0
261,Wishi,Kalla,Female,1983-02-28,"69
Swamy Zila",Vadodara,Karnataka,577046,917276592672,zsengupta@example.com,Airline pilot,1242921,GB75CFIC9533834739298,4600745811973656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
262,Divya,Gade,Female,2003-12-25,"397
Wali Street",Morena,Tripura,128846,2959182408,nehayohannan@example.net,Ambulance person,561471,GB90MDQQ2676598276079,5540811021883711,1.0,4706.0,4706.0,4706.0,1.0,0.0,0.0,0.008381554879949276,21.0
263,Zinal,Bumb,Male,1987-12-31,"31/232
Kalita",Durgapur,Uttar Pradesh,916068,3717574587,gbath@example.net,Water engineer,1034723,GB60MEMW9743300018249,30510530266354,7.0,41461.0,5923.0,9992.0,4.0,602.0,0.011627906976744186,0.040069661155690946,37.0
264,Simon,Dave,Male,1998-12-15,"30/253
Kalita Street",Kakinada,Karnataka,218724,9295031920,samarthmore@example.net,IT consultant,1073559,GB23CLPQ1435209734674,348268662403066,6.0,39565.0,6594.166666666667,8440.0,4.0,497.0,0.012072434607645875,0.036854052734875305,26.0
265,Nidra,Parmer,Male,2002-07-03,"284
Raj",Karnal,Telangana,927645,8732430862,gauravtalwar@example.org,"Librarian, public",1132324,GB48IPKW7947031227182,378190739403585,5.0,23392.0,4678.4,8471.0,3.0,458.0,0.010917030567685589,0.020658398126331332,22.0
266,Imaran,Bhatnagar,Male,1993-06-24,"22/476
Muni Ganj",Panihati,Himachal Pradesh,92939,918102433610,sulegopal@example.net,"Presenter, broadcasting",1254694,GB37GXSU4719941812773,30180699242917,7.0,38754.0,5536.285714285715,8626.0,5.0,589.0,0.011884550084889643,0.030887212340220006,31.0
267,Idika,Tara,Male,1980-09-18,"47
Pal Marg",Katni,Kerala,792393,9458693572,sehgaloeshi@example.net,"Engineer, land",1945431,GB61IMVU0721445121409,3508807086261988,7.0,35906.0,5129.428571428572,9725.0,4.0,630.0,0.011111111111111112,0.018456578516534383,44.0
268,Chandani,Badal,Female,1984-12-11,"H.No. 87, Balakrishnan Zila",Jalna,Sikkim,327471,2463305050,rauedhitha@example.net,Prison officer,1873132,GB51EKBH4081134344166,639016369444,2.0,18766.0,9383.0,9676.0,2.0,284.0,0.007042253521126761,0.01001851444532473,40.0
269,Arya,Raman,Male,1979-09-21,"29, Kanda Chowk",Khammam,Tamil Nadu,377862,911866150843,narangsathvik@example.com,"Scientist, forensic",1212560,GB98BIFO2917901872152,6539362386762323,8.0,42216.0,5277.0,9973.0,5.0,467.0,0.017130620985010708,0.03481559675397506,45.0
270,Zinal,Jayaraman,Female,1997-07-23,"32/87
Korpal Nagar",Dharmavaram,Rajasthan,320267,4888201874,gchopra@example.org,"Psychologist, educational",1896381,GB73EMVF6934146800823,373536989498144,3.0,12670.0,4223.333333333333,9051.0,2.0,354.0,0.00847457627118644,0.0066811468792399836,27.0
271,Omya,Padmanabhan,Male,1981-02-09,"H.No. 15, Sharaf Ganj",Muzaffarpur,Assam,846767,3759179507,tdua@example.net,"Research officer, political party",933098,GB58TEEP3936649511226,4614730811638503,7.0,29666.0,4238.0,8669.0,5.0,655.0,0.010687022900763359,0.03179301638198775,44.0
272,Isaiah,Bobal,Female,1983-09-22,"32
Dave Circle",Berhampur,Goa,335107,914846082476,ikota@example.org,Contracting civil engineer,1798615,GB33UYXA7395433090035,4477299698041500,4.0,16110.0,4027.5,6466.0,4.0,339.0,0.011799410029498525,0.00895689183065859,41.0
273,Aahana,Srinivasan,Female,2004-03-24,"H.No. 468, Basak Ganj",Dehri,Nagaland,302513,918474628271,abhirambandi@example.com,"Journalist, magazine",1106488,GB52JECR0219003655384,375307591221961,4.0,24944.0,6236.0,9588.0,4.0,352.0,0.011363636363636364,0.02254339857278163,20.0
274,Amruta,Johal,Male,1976-02-25,"65/828, Modi Circle",Ajmer,Nagaland,742105,916346228725,comarlucky@example.com,"Designer, blown glass/stained glass",1741157,GB32GFZP4917886532677,5371004506975210,5.0,29339.0,5867.8,9183.0,4.0,660.0,0.007575757575757576,0.01685028977857827,48.0
275,Vivaan,Sankar,Male,1977-10-23,"02/63
Bains Marg",Imphal,Tamil Nadu,744961,7433020619,naveenbehl@example.org,"Psychotherapist, dance movement",1737640,GB90LIYJ0051962367586,30360633700192,8.0,52207.0,6525.875,9552.0,7.0,650.0,0.012307692307692308,0.03004477337077876,47.0
276,Utkarsh,Bhatti,Male,1999-04-30,"50, Ratti Path",Dehri,Maharashtra,744601,914258059031,fiyazmohan@example.com,"Engineer, manufacturing",518964,GB78RGRB5487052573259,3594517261571623,5.0,28851.0,5770.2,8703.0,5.0,275.0,0.01818181818181818,0.055593451568894954,25.0
277,Udant,Varkey,Male,1997-05-25,"400
Banik Zila",Udupi,Kerala,958382,912949648852,karawriddhish@example.org,Physiotherapist,246316,GB24JYSJ6001451858967,6587561786237924,9.0,34904.0,3878.222222222222,9406.0,6.0,601.0,0.014975041597337771,0.14170415238961334,27.0
278,Damyanti,Sinha,Male,1976-11-04,"91/81
Kumar Chowk",Madhyamgram,Maharashtra,124188,7271129910,mallsamesh@example.net,Aid worker,1200960,GB75WZQG8502659366956,213178807521502,9.0,61478.0,6830.888888888889,9985.0,7.0,658.0,0.013677811550151976,0.051190714095390354,48.0
279,Faris,Bhatia,Female,1978-06-28,"H.No. 567
Ramesh Path",Coimbatore,Mizoram,30136,913493671997,kalpitsunder@example.net,Arts administrator,1576678,GB45HZMR6538715526538,180040004227698,2.0,12156.0,6078.0,8786.0,2.0,257.0,0.007782101167315175,0.007709881155188314,46.0
280,Bhavya,Mohanty,Male,1988-09-02,"21/55
Sur Zila",Ahmednagar,Uttar Pradesh,721977,4294035961,jhalakkhatri@example.net,Museum education officer,1476861,GB20WNVA7737425705175,4680057117457902,4.0,18046.0,4511.5,7732.0,3.0,482.0,0.008298755186721992,0.0122191594198777,36.0
281,Bhanumati,Lanka,Male,1994-05-12,"08/258
Kohli Ganj",Haldia,Gujarat,73334,3577720234,idika29@example.org,Event organiser,869104,GB71SEDC1386760422971,4175949408476,7.0,42962.0,6137.428571428572,9925.0,5.0,234.0,0.029914529914529916,0.049432519008081884,30.0
282,Henry,Mangal,Male,1986-05-02,"H.No. 05
Edwin Street",Durgapur,Haryana,132177,914221495392,vihaan75@example.net,Multimedia programmer,934349,GB12TJGL8676324154585,376078646276297,2.0,6732.0,3366.0,4529.0,1.0,251.0,0.00796812749003984,0.007205016540928497,38.0
283,Fariq,Swaminathan,Female,1998-03-12,"175, Jhaveri",Sambhal,Sikkim,474081,4384008219,dalalwaida@example.com,Public relations account executive,1890311,GB06OZPS3173897169315,676235831820,5.0,29384.0,5876.8,8939.0,4.0,625.0,0.008,0.01554453209022219,26.0
284,Anirudh,Wason,Male,1978-05-23,"41/063, Bawa Chowk",Vijayawada,Arunachal Pradesh,928611,2643300509,nagineelima@example.org,"Nurse, children's",911225,GB54HOSH9526393560264,30598398364452,4.0,24298.0,6074.5,9959.0,4.0,316.0,0.012658227848101266,0.026665203434936488,46.0
285,Adweta,Arora,Male,1996-02-18,"212
Sant Road",Srikakulam,Telangana,453749,919206990124,indali47@example.net,Publishing copy,1226152,GB71QXMP9912384283959,6011780925431141,4.0,17940.0,4485.0,6284.0,4.0,521.0,0.007677543186180422,0.014631138716896436,28.0
286,Nicholas,Basu,Male,1987-05-26,"H.No. 91
Mangat Street",Haldia,Manipur,588023,1077404845,sachidalia@example.net,Telecommunications researcher,273906,GB55NNNM1600179301900,30528074654785,9.0,66037.0,7337.444444444444,9999.0,6.0,598.0,0.015050167224080268,0.2410936598687141,37.0
287,Sathvik,Natt,Male,1999-10-07,"49/626
Minhas Ganj",Malda,Goa,691508,1759203060,mohini59@example.org,Meteorologist,333062,GB11BFZI4702165001787,180097740222847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
288,Jagrati,Hegde,Female,1996-08-25,"H.No. 16, Sha Nagar",Mysore,Kerala,348723,911975546988,fiyazsaraf@example.net,Advertising account executive,1623419,GB86GMAY6682924706715,4165841775502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
289,Harish,Batra,Male,1999-11-23,"H.No. 96
Venkataraman Marg",Howrah,Odisha,245719,912154664030,fedwin@example.com,Archaeologist,279430,GB13LUAF3622702685554,180026577826206,2.0,11535.0,5767.5,8432.0,2.0,237.0,0.008438818565400843,0.04128046380130981,25.0
290,Keya,Chatterjee,Female,1991-11-24,"H.No. 14
Thaman Ganj",Nagaon,Kerala,780141,911281505978,braman@example.com,Pathologist,1413523,GB62UASG3665979479476,3500563320111277,3.0,14472.0,4824.0,6432.0,3.0,423.0,0.0070921985815602835,0.010238248687852974,33.0
291,Anjali,Salvi,Female,1982-02-27,"H.No. 57, Luthra Path",Sonipat,Telangana,655045,913210640676,agastyakadakia@example.com,Ambulance person,477282,GB42TIHH3195102829797,378088779106383,6.0,30202.0,5033.666666666667,8274.0,5.0,385.0,0.015584415584415584,0.06327915152886554,42.0
292,Alka,Golla,Female,1983-08-11,"393, Garde Path",Jamnagar,Telangana,500044,1898456179,wriddhish47@example.org,Chief Marketing Officer,927148,GB98WJQP2934326421661,3587776816329239,5.0,28712.0,5742.4,8577.0,5.0,403.0,0.01240694789081886,0.0309680870799484,41.0
293,Darika,Desai,Male,1994-12-07,"10/550, Sha Chowk",Visakhapatnam,Uttar Pradesh,662338,912875211975,dkaul@example.net,Mental health nurse,521774,GB25YGXW6534187203496,3536059785770945,6.0,33834.0,5639.0,8282.0,5.0,312.0,0.019230769230769232,0.06484416624822241,30.0
294,Adya,Sekhon,Male,1975-12-22,"H.No. 25, Morar Nagar",Kumbakonam,West Bengal,153004,1841867997,bsaran@example.net,Gaffer,1255042,GB35URWV1727575017749,4853694934868,5.0,25550.0,5110.0,8975.0,4.0,308.0,0.016233766233766232,0.020357884437333572,49.0
295,Michael,Rai,Male,1986-01-20,"81/966
Varghese Path",Ambarnath,Sikkim,975767,8935370812,sanayabava@example.com,"Psychologist, counselling",487735,GB93EQEC6943052138612,565860506783,2.0,8475.0,4237.5,4411.0,2.0,321.0,0.006230529595015576,0.017376239146257702,39.0
296,Gavin,Sethi,Male,1975-12-23,"H.No. 619, Divan Path",Mahbubnagar,Punjab,213547,917196539117,bdua@example.net,Field seismologist,1525446,GB35INQX0254572503941,2245828608172040,2.0,10525.0,5262.5,9643.0,2.0,82.0,0.024390243902439025,0.006899621487748501,49.0
297,Oni,Choudhary,Male,1988-10-02,"H.No. 33, Ganesan Circle",Mira-Bhayandar,Karnataka,500721,89806052,yauvani08@example.com,"Librarian, public",1258825,GB57SCDL0755708166080,3550791087576247,9.0,44416.0,4935.111111111111,9602.0,7.0,596.0,0.015100671140939598,0.035283697098484695,36.0
298,Bhanumati,Babu,Female,2002-08-01,"14
Yohannan Street",Tiruchirappalli,Bihar,431000,6360056902,halderjanya@example.net,Phytotherapist,556856,GB32ADQW4177664693804,4954453500411904,9.0,47356.0,5261.777777777777,8214.0,7.0,672.0,0.013392857142857142,0.08504173430833106,22.0
299,Geetika,Chopra,Female,1998-11-27,"64
Mahal Ganj",Phusro,Manipur,719716,9314865533,aayush70@example.net,Human resources officer,427201,GB86WRVE4520756568797,4172647258444,2.0,10456.0,5228.0,6353.0,1.0,363.0,0.005509641873278237,0.02447559813764481,26.0
300,Samar,Toor,Male,1999-04-18,"98/27
Patel Ganj",Salem,Jharkhand,433549,911583005647,libni58@example.org,Occupational psychologist,1947689,GB17DGYF3280778261929,4876185234919739996,1.0,8356.0,8356.0,8356.0,1.0,0.0,0.0,0.004290212657154196,25.0
301,Laksh,Sandhu,Female,1991-07-05,"H.No. 66
Lall Road",Bhilai,Andhra Pradesh,393076,916177678330,bachittarkhalsa@example.com,Sub,526867,GB02TTTJ0057971863482,4361414712861,9.0,36500.0,4055.5555555555557,7777.0,6.0,635.0,0.014173228346456693,0.06927744573108584,33.0
302,Udant,Bose,Female,1992-03-21,"H.No. 26
Solanki Path",Jalandhar,Karnataka,883921,911991944274,finnbandi@example.com,Physiological scientist,491404,GB12KEJM7669873479452,675924389322,1.0,7965.0,7965.0,7965.0,1.0,0.0,0.0,0.01620865927017281,32.0
303,Bhavini,Saran,Female,1994-09-15,"H.No. 29, Date Road",Dewas,Nagaland,325701,5805390017,hredhaansur@example.org,"Psychologist, forensic",763173,GB77VCEG2186451660103,6011070702234607,8.0,50641.0,6330.125,9731.0,5.0,680.0,0.011764705882352941,0.06635585902541101,30.0
304,Tanmayi,Lala,Female,1982-01-12,"562, Vasa Marg",Kolkata,Uttarakhand,180203,9752380462,mbalasubramanian@example.com,International aid/development worker,843382,GB38QEWM6526840997812,4033507237482543819,5.0,25589.0,5117.8,8359.0,3.0,583.0,0.008576329331046312,0.030340936847122656,43.0
305,Devika,Mandal,Female,1982-11-23,"55/99, Krishna Ganj",Tiruvottiyur,Nagaland,999755,5469573759,hsarna@example.net,Waste management officer,1527494,GB44XPAT4838138620535,2285939803064055,2.0,6891.0,3445.5,5383.0,2.0,409.0,0.004889975550122249,0.004511310682726086,42.0
306,Faraj,Shetty,Male,2001-03-26,"23, Nath Road",Ramgarh,Manipur,9787,7651898349,devanshchadha@example.net,Telecommunications researcher,679114,GB42IEXS6999235804576,4740700566331,2.0,6218.0,3109.0,3380.0,2.0,2.0,1.0,0.009156047438279876,23.0
307,Rushil,Kurian,Female,1977-12-26,"H.No. 79
Desai Road",Moradabad,Uttarakhand,139457,3337239491,tripti99@example.org,"Engineer, energy",1915261,GB24KWFI4239961508937,4923496916175269700,1.0,8382.0,8382.0,8382.0,1.0,0.0,0.0,0.00437642702482847,47.0
308,Aarush,Pandey,Male,1988-09-21,"88
Lalla Street",Sasaram,Sikkim,785693,919317970301,arunima99@example.net,Landscape architect,660186,GB30PVDU2488947364322,341680209002382,3.0,8917.0,2972.3333333333335,5161.0,3.0,464.0,0.00646551724137931,0.013506799598900917,36.0
309,Garima,Keer,Female,1998-06-17,"812, Tella Zila",Tadepalligudem,Assam,805517,911728068705,vaishnavibhargava@example.net,Community arts worker,1114963,GB20WEEN2268117224647,676349180262,7.0,34709.0,4958.428571428572,9682.0,6.0,494.0,0.01417004048582996,0.031130181001522022,26.0
310,Ridhi,Khanna,Male,2000-04-10,"79, Anand Street",Shimla,Gujarat,516110,911261329025,rehaan67@example.org,Medical illustrator,1292772,GB14WRGQ4581047170169,675978026275,6.0,26100.0,4350.0,8277.0,4.0,472.0,0.012711864406779662,0.020189174889307628,24.0
311,Bina,Desai,Female,1992-08-01,"H.No. 13, Nagy Street",Dhule,Karnataka,681406,912263560572,okhosla@example.net,Corporate investment banker,419257,GB26EIWG8526289305914,30377401996380,9.0,52513.0,5834.777777777777,9998.0,4.0,615.0,0.014634146341463415,0.12525253007105427,32.0
312,Chatresh,Gandhi,Male,2004-10-19,"822
Jaggi Street",Bhatpara,Sikkim,30260,8587037143,nandini29@example.com,Bookseller,745098,GB42XBLV6563674019000,180097330177005,5.0,16592.0,3318.4,8280.0,5.0,442.0,0.011312217194570135,0.02226821169832693,20.0
313,Vasudha,Sarin,Female,1993-06-02,"88/64, Trivedi Street",Raiganj,Kerala,890746,910809888530,qbose@example.org,Systems analyst,461820,GB92ZCXY2052289766704,4317001868706,2.0,11314.0,5657.0,5664.0,1.0,480.0,0.004166666666666667,0.024498722445974622,31.0
314,Nitesh,Dani,Female,1995-05-10,"H.No. 399, Dhar Marg",Jehanabad,Madhya Pradesh,808485,918062208826,karansamesh@example.org,Animal technologist,209576,GB85GPYV0134715496292,36154720115396,5.0,25075.0,5015.0,9583.0,4.0,464.0,0.010775862068965518,0.11964633354964309,29.0
315,Oscar,Rao,Female,2003-03-25,"45/06
Krishnan Circle",Pali,Madhya Pradesh,1091,6458055384,gandhifaris@example.com,Personnel officer,1336708,GB09PVQS5743667314191,3514346426421541,7.0,33704.0,4814.857142857143,8076.0,3.0,617.0,0.011345218800648298,0.025214182903072323,21.0
316,Aarush,Bora,Female,1982-01-27,"H.No. 52, Bhardwaj Road",Aligarh,Haryana,922220,913830150802,kshenoy@example.net,"Education officer, community",1319815,GB56PUEG2191697616615,503863092261,3.0,19488.0,6496.0,9446.0,2.0,493.0,0.006085192697768763,0.01476570579967647,43.0
317,Saumya,Sabharwal,Male,1987-01-24,"H.No. 051, Upadhyay Chowk",Jalna,Tripura,454704,6900480583,gautamsoman@example.org,Financial trader,716757,GB24DACY0363220868867,3526185041788884,4.0,25376.0,6344.0,8822.0,4.0,275.0,0.014545454545454545,0.03540390955372602,38.0
318,Wyatt,Wagle,Female,1983-11-22,"569
Shere Circle",Dhule,Odisha,688456,914822141813,darsh17@example.net,Writer,838591,GB69LWZL7615431805749,6552115625145938,8.0,50391.0,6298.875,8872.0,5.0,451.0,0.017738359201773836,0.060090079669350135,41.0
319,Victor,Mani,Female,1997-12-22,"46, Gala Circle",Hapur,Nagaland,320367,9889084568,prasadgopal@example.net,Applications developer,486749,GB43TWOR5511620925590,2238402060285457,6.0,34509.0,5751.5,9428.0,5.0,597.0,0.010050251256281407,0.07089690990633776,27.0
320,Omaja,Mittal,Male,1984-09-30,"86/115, Oza Circle",Khammam,Telangana,397050,9589896689,kalpit20@example.net,Tree surgeon,1300352,GB89FERT2052425733722,2342045564976106,5.0,22471.0,4494.2,8218.0,4.0,563.0,0.008880994671403197,0.017280705532040554,40.0
